finding_id,issue_title,unit,program,year,cause_category,cause_detail,issue_detail,recommendation,outcomes_impact
FL-0337,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,สำนักงานท้องถิ่น จังหวัดจันทบุรี,โครงการแก้ไขปัญหาการขาดแคลนน้ำอุปโภคบริโภคให้แก่ประชาชน(การก่อสร้างระบบประปาหมู่บ้าน)ของกรมส่งเสริมฯปีงบประมาณ2547-2550,2551,,"1.การกำหนดขนาดระบบประปาไม่เหมาะสมโดยมีขนาดใหญ่เกินกว่าจำนวนครัวเรือนที่ต้องการใช้นำ้
2.ระบบประปาหมู่บ้านมีจำนวนครัวเรือนผู้ใช้น้ำตำ่กว่าจำนวนครัวเรือนตามเกณฑ์การออกแบบระบบประปาหมู่บ้าน
3.ประชาชนไม่ได้ใช้น้ำจากระบบประปาหมู่บ้านอย่างเต็มที่ 
ส่วนหนึ่งมีการใ","ข้อตรวจพบที่ 1 ระบบประปาหมู่บ้านบางแห่งไม่ได้ใช้ประโยชน์ตามวัตถุประสงค์
 1.1 ระบบประปาหมู่บ้านบางแห่งไม่ได้ใช้ประโยชน์
 1.2 ระบบประปาหมู่บ้านส่วนใหญ่ใช้ประโยชน์ไม่เต็มกำลังการผลิต
 
","1.กรณีบางแห่งไม่ได้ใช้ประโยชน์ตามวัตถุประสงค์
 1.1 เร่งรัดให้ อบต.ที่ไม่ได้ใช้ประโยชน์ เร่งดำเนินการแก้ไขปัญหา 
ข้อจำกัดที่ไม่สามารถใช้ประโยชน์ระบบประปาหมู่บ้านโดยเร็ว 
พร้อมประสางานหน่วยงานที่เกี่ยวข้อง เพื่อแก้ไขปัญหา
 1.2 
สำรวจประปาหมู่บ้านในจังหวัดเพ","1.การดำเนินงานไม่ประสบผลสำเร็จตามวัตถุประสงค์ที่จะส่งเสริมให้ประชาชนมีน้ำสะอาดไว้สำหรับอุปโภค 
บริโภค ได้อย่างทั่วถึงและเพียงพอ
2.เกิดความไม่คุ้มค่าในการลงทุนก่อสร้างระบบประปาหมู่บ้าน 
ไม่สามารถใช้ประโยชน์ได้เต็มที่ตามที่ได้ออกแบบระบบ
3.ระบบประปาหมู่บ้านข"
FL-0338,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,เทศบาลตำบลเขาหินซ้อน ฉะเชิงเทรา,การนำระบบสารสนเทศภูมิศาสตร์(GIS)มาใช้ในการจัดเก็บรายได้ของเทศบาล,2551,,,"ข้อสังเกต เทศบาลไม่ได้ใช้ประโยชน์จากระบบฯ ในการจัดเก็บรายได้
 1. ไม่มีการบันทึกข้อมูลในทะเบียนทรัพย์สิน ผท.4 ของระบบฯ 
ภายหลังตรวจรับงานงวดสุดท้าย
 2. ไม่มีการบันทึกข้อมูลในทะเบียนคุมผู้ชำระภาษี ผท.5 ในระบบฯ
 3. 
ไม่มีข้อมูลรายงานรายรับแต่ละประเภทรายได้แล","1.กรณีเทศบาลไม่ใช้ประโยชน์จากระบบฯ
 1.1 
แต่งตั้งคณะทำงานดำเนินการแก้ไขปัญหาเร่งด่วนจากการไม่ใช้ประโยชน์จากระบบฯ
 1.2 
จัดทำแผนพัฒนาบุคลากรสำหรับเจ้าหน้าที่ซึ่งมีหน้าที่รับผิดชอบในการใช้งานระบบ
 1.3 กำหนดให้มีหน่วยงานที่เป็นศูนย์กลางรับผิดชอบดูแลรักษาระบบ",
FL-0339,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,เทศบาลตำบลเขาหินซ้อน ฉะเชิงเทรา,การนำระบบสารสนเทศภูมิศาสตร์(GIS)มาใช้ในการจัดเก็บรายได้ของเทศบาล,2551,,,"ข้อตรวจพบ เทศบาลใช้ประโยชน์จากระบบฯ ไม่เต็มประสิทธิภาพ
 1.ระบบฯ 
ไม่สามารถเชื่อมโยงข้อมูลเชิงพื้นที่กับข้อมูลเชิงบรรยายในส่วนของข้อมูลป้าย
 2.การใช้ประโยชน์จากระบบฯ ในการจัดเก็บรายได้ไม่ครบทุกประเภทรายได้ 
และไม่ครบทุกขั้นตอนของการจัดเก็บรายได้
ข้อสังเกต ","1.กรณีเทศบาลใช้ประโยชน์จากระบบ ไม่เต็มประสิทธิภาพ
 1.1 
แต่งตั้งคณะทำงานดำเนินการแก้ไขปัญหาเร่งด่วนจากการใช้ประโยชน์ในการจัดเก็บรายได้ไม่เต็มประสิทธิภาพ
 1.2 
จัดทำแผนพัฒนาบุคลากรสำหรับเจ้าหน้าที่ซึ่งมีหน้าที่รับผิดชอบในการใช้งานระบบ
 1.3 กำหนดให้มีหน่วยง",
FL-0340,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,เทศบาลตำบลเขาหินซ้อน ฉะเชิงเทรา,การนำระบบสารสนเทศภูมิศาสตร์(GIS)มาใช้ในการจัดเก็บรายได้ของเทศบาล,2551,,,"ข้อตรวจพบ เทศบาลใช้ประโยชน์จากระบบสารสนเทศภูมิศาสตร์ 
GISในการจัดเก็บรายได้ไม่เต็มประสิทธิภาพ
   1.การไม่เชื่อมโยงข้อมูลเชิงพื้นที่กับข้อมูลเชิงบรรยาย ทั้งข้อมูล ที่ดิน 
โรงเรือนและป้าย
   2.การใช้ประโยชน์จากระบบสารสนเทศภูมิศาสตร์ ในการจัดเก็บรายได้ 
ไม่ค","1.แต่งตั้งคณะทำงานดำเนินการแก้ไขปัญหาเร่งด่วนจากการใช้ประโยชน์ระบบฯ 
ในการจัดเก็บรายได้ไม่เต็มประสิทธิภาพ 
2.จัดทำแผนพัฒนาบุคลากรสำหรับเจ้าหน้าที่ซึ่งมีหน้าที่รับผิดชอบการใช้งานระบบและจัดฝึกอบรม
3.กำหนดให้มีหน่วยงานที่เป็นศูนย์กลางรับผิดชอบดูแลรักษาระบบฯ ",
FL-0341,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,เทศบาลตำบลเขาหินซ้อน ฉะเชิงเทรา,การนำระบบสารสนเทศภูมิศาสตร์(GIS)มาใช้ในการจัดเก็บรายได้ของเทศบาล,2551,,,"ข้อตรวจพบ เทศบาลไม่ได้ใช้ประโยชน์จากระบบฯ ในการจัดเก็บรายได้
 1.ไม่มีการบันทึกข้อมูลในทะเบียนทรัพย์สิน ผท.4 ของระบบ 
ภายหลังการตรวจรับงานงวดสุดท้าย
 2.ไม่มีการบันทึกข้อมูลในทะเบียนคุมผู้ชำระภาษี ผท.5 ในระบบฯ 
ภายหลังการตรวจรับงานงวดสุดท้าย
 3.ไม่มีข้อมูลใ","1.กรณีเทศบาลไม่ได้ใช้ประโยชน์จากระบบ
 1.1 แต่งตั้งคณะทำงานการแก้ไขปัญหาเร่งด่วนจากการไม่ใช้ประโยชน์จากระบบ
 1.2 จัดทำแผนพัฒนาบุคลากรสำหรับเจ้าหน้าที่ซึ่งมีหน้าที่รับผิดชอบ
 1.3 กำหนดให้มีหน่วยงานที่เป็นศูนย์กลางรับผิดชอบดูแลรักษาระบบ
 1.4 แต่งตั้งคณะกรรมก",
FL-0342,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,เทศบาลตำบลเขาหินซ้อน ฉะเชิงเทรา,การนำระบบสารสนเทศภูมิศาสตร์(GIS)มาใช้ในการจัดเก็บรายได้ของเทศบาล,2551,,,"ข้อตรวจพบ เทศบาลไม่ได้ใช้ประโยชน์จากระบบฯ ในการจัดเก็บรายได้
 1.ไม่มีการบันทึกข้อมูลในทะเบียนทรัพย์สิน ผท.4 ของระบบ GIS 
ตั้งแต่ตรวจรับงานงวดสุดท้าย
 2.ไม่มีการบันทึกข้อมูลในทะเบียนคุมผู้ชำระภาษี ผท.5 ของระบบ GIS
 
3.ไม่มีข้อมูลในรายงานรายรับแต่ละประเภทรา","1.กรณีเทศบาลไม่ไช้ประโยชน์จากระบบฯ
 1.1 
แต่งตั้งคณะทำงานดำเนินการแก้ไขปัญหาเร่งด่วนจากการไม่ใช้ประโยชน์จากระบบ
 1.2 จัดทำแผนพัฒนาบุคลากรสำหรับเจ้าหน้าที่ที่มีหน้าที่รับผิดชอบ
 1.3 ให้มีการลงโปรแกรมระบบฯ 
กับเครื่องคอมพิวเตอร์ทุกเครื่องที่จัดซื้อจากเงินงบ",
FL-0343,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,เทศบาลตำบลเขาหินซ้อน ฉะเชิงเทรา,การนำระบบสารสนเทศภูมิศาสตร์(GIS)มาใช้ในการจัดเก็บรายได้ของเทศบาล,2551,,,"ข้อตรวจพบ 
เทศบาลไม่ได้ใช้ประโยชน์จากระบบสารสนเทศภูมิศาสตร์ในการจัดเก็บรายได้
 1.การบันทึกข้อมูลรายการเคลื่อนไหวในทะเบียนทรัพย์สิน ผท.4 
ในระบบภายหลังการส่งมอบงานและการตรวจรับงานงวดสุดท้าย พบว่า 
ไม่มีรายการเคลื่อนไหวเปลี่ยนแปลงเกี่ยวกับรายการทรัพย์สินและ","1.กรณีเทศบาลไม่ได้ใช้ประโยชน์จากระบบฯ
 1.1 
แต่งตั้งคณะทำงานดำเนินการแก้ไขปัญหาเร่งด่วนจากการไม่ได้ใช้ประโยชน์จากระบบ
 1.2 
จัดทำแผนพัฒนาบุคลากรสำหรับเจ้าหน้าที่ที่มีหน้าที่รับผิดชอบในการใช้งานระบบ
 1.3 
กำหนดให้มีหน่วยงานที่เป็นศูนย์กลางรับผิดชอบดูแลรักษ",
FL-0344,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,เทศบาลตำบลเขาหินซ้อน ฉะเชิงเทรา,การนำระบบสารสนเทศภูมิศาสตร์(GIS)มาใช้ในการจัดเก็บรายได้ของเทศบาล,2551,,,"ข้อตรวจพบ เทศบาลใช้ประโยชน์จากระบบสารสนเทศภูมิศาสตร์ GIS 
ในการจัดเก็บรายได้ไม่เต็มประสิทธิภาพ
        1.การไม่เชื่อมโยงข้อมูลเชิงพื้นที่กับข้อมูลเชิงบรรยาย 
โดยระบบไม่สามารถเชื่อมโยงข้อมูลพื้นที่กับข้อมูลเชิงบรรยาย ใน 3 ลักษณะ 
เฉพาะข้อมูลป้าย
        2.","1.กรณีไม่ได้ใช้ประโยชน์จากระบบฯ
 1.1 
แต่งตั้งคณะทำงานดำเนินการแก้ไขปัญหาเร่งด่วนจากการใช้ประโยชน์ไม่เต็มประสิทธิภาพ
 1.2 จัดทำแผนพัฒนาบุคลากรสำหรับเจ้าหน้าที่ที่มีหน้าที่รับผิดชอบ
 1.3 กำหนดให้มีหน่วยงานที่เป็นศูนย์กลางรับผิดชอบดูแล
 1.4 แต่งตั้งคณะกรรมก","ไม่สามารถระบุเป็นตัวเงินได้

"
FL-0345,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,เทศบาลตำบลเขาหินซ้อน ฉะเชิงเทรา,การนำระบบสารสนเทศภูมิศาสตร์(GIS)มาใช้ในการจัดเก็บรายได้ของเทศบาล,2551,,,"ข้อตรวจพบ เทศบาลใช้ประโยชน์จากระบบฯ ในการจัดเก็บรายได้ไม่เต็มประสิทธิภาพ
 1.ใช้ประโยชน์จากระบบฯ ในการจัดเก็บรายได้ไม่ครบทุกประเภทรายได้ 
โดยไม่ได้นำมาใช้ในการจัดเก็บรายได้ประเภทค่าธรรมเนียมและใบอนุญาต
 2.ใช้ประโยชน์จากระบบฯ 
ในการจัดเก็บรายได้ไม่ครบทุกขั้","- กรณีเทศบาลใช้ประโยชน์ไม่เต็มประสิทธิภาพ
1.แต่งตั้งคณะทำงานดำเนินการแก้ไขปัญหาเร่งด่วนจากการใช้ประโยชน์ระบบในการจัดเก็บรายได้ไม่เต็มประสิทธิภาพ
2.จัดทำแผนพัฒนาบุคลากรสำหรับเจ้าหน้าที่ซึ่งมีหน้าที่รับผิดชอบในการใช้งาน
3.กำหนดให้มีหน่วยงานที่เป็นศูนย์กลางร",
FL-0346,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,เทศบาลตำบลเขาหินซ้อน ฉะเชิงเทรา,การนำระบบสารสนเทศภูมิศาสตร์(GIS)มาใช้ในการจัดเก็บรายได้ของเทศบาล,2551,,"ข้อตรวจพบ เทศบาลใช้ประโยชน์จากระบบในการจัดเก็บรายได้ไม่เต็มประสิทธิภาพ
โดยใช้ประโยชน์จากระบบสารสนเทศภูมิศาสตร์ ในการจัดเก็บรายได้ 
ไม่ครบทุกประเภทรายได้ และไม่ครบทุกขั้นตอนการจัดเก็บรายได้

",,"1.แต่งตั้งคณะทำงานดำเนินการแก้ไขปัญหาจากการใช้ประโยชน์จากระบบฯ 
ในการจัดเก็บรายได้ไม่เต็มประสิทธิภาพ
2.จัดทำแผนพัฒนาบุคลากรสำหรับเจ้าหน้าที่ซึ่งมีหน้าที่รับผิดชอบในการใช้งานระบบฯ
3.กำหนดให้มีหน่วยงานที่เป็นศูนย์กลางรับผิดชอบดูแลรักษาระบบฯ
4.แต่งตั้งคณะกรร",
FL-0347,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,สำนักงานท้องถิ่นจังหวัดลพบุรี,โครงการแก้ไขปัญหาขาดแคลนน้ำอุปโภคบริโภคให้แก่ประชาชน(การก่อสร้างระบบประปาหมู่บ้านของกรมส่งเสริมการปกครองส่วนท้องถิ่น,2551,,"1.1 ระบบประปาหมู่บ้านบางแห่งไม่ได้ใช้ประโยชน์ จำนวนแห่ง 7 แห่ง คิดเป็นร้อย 
33.33  ของระบบประปาที่ตรวจสอบ สาเหตุ คือ
1.1.1 ขาดการเตรียมความพร้อมในพื้นที่ เกี่ยวกับระบบการผลิต กลุ่มผู้ใช้นำ้ 
และการบริหารประปาดังนี้
1)ด้านระบบการผลิต  
พบว่าระบบประปาหมู่บ้","ข้อตรวจพบที่ 1 ระบบประปาหมู่บ้านบางแห่งไม่ได้ใช้ประโยชน์ตามวัตถุประงสงค์
","1. จากสาเหตุขาดการเตรียมความพร้อมในพื้นที่ เกี่ยวกับระบบการผลิต 
กลุ่มผู้ใช้น้ำและการบริหารจัดการกิจการประปา ให้ดำเนิการดังนี้
 - ระบบประปาหมู่บ้านที่มีปัยหาเกี่ยวกับความไม่พร้อมของระบบไฟฟ้า 
ต้องเร่งประสานงานกับไฟฟ้าส่วนภูมิภาค 
และตั้งงบประมาณสำหรับการเ","ส่งผลให้การใช้จ่ายงบประมาณจำนวนเงิน 17,709,500.00 บาท 
เป็นไปอย่างไม่คุ้มค่า 
และหากไม่มีการแก้ไขปรับปรุงให้ระบบประปาหมู่บ้านใช้ประโยชน์ได้เต็มประสิทธิภาพแล้วจะทำให้งบประมาณในการดำเนินการจำนวนดังกล่าวสูญเปล่าโดยไม่เกิดประโยชน์แต่อย่างใด
"
FL-0348,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,เทศบาลตำบลแก่งคอย,511นำระบบสารสนเทศภูมิศาสตร์(GIS)มาใช้ในการจัดเก็บรายได้ของเทศบาล,2551,,"สามารถสรุปสาเหตุของแต่ละด้านได้ ดังนี้
1. ด้านฮาร์ดแวร์
   เช่น เทศบาลไม่มีเครื่องคอมพิวเตอร์หรือเครื่องคอมพิวเตอร์ไม่เพียงพอต่อการ
ใช้งานในระบบสารสนเทศภูมิศาสตร์(GIS)เครื่องคอมพิวเตอร์ที่ใช้งานระบบสารสนเทศฯ
ใช้ร่วมกับงานอื่นทำให้เจ้าหน้าที่ไม่สามารถใช้ปร","1.เทศบาลไม่ได้ใช้ประโยชน์จากระบบสารสนเทศภูมิศาสตร์(GIS)ในการจัดเก็บรายได้
  จากการตรวจสอบรายการเคลื่อนไหวในระบบเอกสารข้องข้อมูลที่ดิน โรงเรือน ป้าย
และใบอนุญาต ในทะเบียนทรัพย์สิน(ผ.ท.4)รายการชำระภาษและค่าธรรมเนียมใบอนุญาต
ในทะเบียนคุมผู้ชำระภาษี(ผ.ท.5)จำน","สำนักงานตรวจเงินแผ่นดินมีข้อเสนอแนะให้นายกเทศมนตรีดำเนินการสรุปได้ดังนี้
  1.แต่งตั้งคณะทำงานดำเนินการแก้ไขปัญหาเร่งด่วนจากการไม่ได้ใช้ประโยชน์
จากระบบ GIS ในการจัดเก็บรายได้ ซึ่งคณะทำงานต้องมีการรายงานผลการดำเนิน
งานต่อผู้บริหารเพื่อเร่งรัดติดตามผลให้แล้","1.ผลกระทบต่อความเสียหายที่เป็นตัวเงิน
  จากการไม่ได้ใช้ประโยชน์จากระบบสารสนเทศภูมิศาสตร์(GIS)ในการจักเก็บรายได้
ทำให้เทศบาลตำบลดอนพุด ต้องสูญเสียเงินงบประมาณในการลงทุนในระบบ GIS เฉพาะ
ในส่วนของการจักเก็บรายได้เป็นจำนวนเงิน 1,404,000 บาท ได้รับประโยชน์ไม่
"
FL-0349,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,เทศบาลตำบลแก่งคอย,511นำระบบสารสนเทศภูมิศาสตร์(GIS)มาใช้ในการจัดเก็บรายได้ของเทศบาล,2551,,"1.ด้านฮาร์ดแวร์ เช่น 
เทศบาลไม่มีเครื่องคอมพิวเตอร์หรือเครื่องคอมพิวเตอร์ไม่เพียงพอต่อการใช้งาน
2.ด้านซอฟท์แวร์ เช่น โปรแกรมขัดข้อง โปรแกรมไม่สมบูรณ์ 
ไม่สอดคล้องกับการใช้งาน โปรแกรมชำรุดหรือสูญหาย
3.ด้านบุคลากร เช่น 
เจ้าหน้าที่ขาดความรู้ความเข้าใจตลอดถึ","เทศบาลใช้ประโยชน์จากระบบสารสนเทศภูมิศาสตร์(GIS)ในการจัดเก็บรายได้ไม่เต็มประสิทธิภาพ
","1.แต่งตั้งคณะทำงานดำเนินการแก้ไขปัญหาเร่งด่วนจากการใช้ประโยชน์จากระบบ GIS 
ไม่เต็มประสิทธิภาพ 
ซึ่งคณะทำงานต้องมีการรายงานผลการดำเนินงานต่อผู้บริหารเพื่อเร่งรัดติดตามผลให้แล้วเสร็จในระยะเวลาที่กำหนด
2.จัดทำแผนพัฒนาบุคลากรสำหรับเจ้าหน้าที่ที่รับผิดชอบในการ","1.ผลกระทบต่อความเสียหายที่เป็นตัวเงิน
  
จากการใช้ประโยชน์จากระบบสารสนเทศภูมิศาสตร์(GIS)ไม่เติมประสิทธิภาพของเทศบาลเมืองแก่งคอยทำให้สูญเสียเงินงบประมาณ 
1,464,500 บาท ได้รับประโยชน์ไม่คุ้มค่า 
ไม่สามารถเพิ่มประสิทธิภาพในการจัดเก็บรายได้ให้ครบถ้วนตามวัตถุป"
FL-0350,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,เทศบาลตำบลแก่งคอย,511นำระบบสารสนเทศภูมิศาสตร์(GIS)มาใช้ในการจัดเก็บรายได้ของเทศบาล,2551,,"สรุปสาเหตุของแต่ละด้านได้ ดังนี้
  1) ด้านฮาร์ดแวร์
     เช่น เทศบาลไม่มีเครื่องคอมพิวเตอร์หรือเครื่องคอมพิวเตอร์ไม่เพียงพอต่อการ
ใช้งานในระบบ GIS เครื่องคอมพิวเตอร์ที่ใช้งานระบบ GIS ใช้ร่วมกับงานอื่น 
ทำให้เจ้าหน้าที่ไม่สามารถใช้ประโยชน์จากเครื่องคอมฯสำห","1.เทศบาลใช้ประโยชน์จากระบบสารสนเทศภูมิศาสตร์(GIS)ในการจัดเก็บรายได้ไม่
เต็มประสิทธิภาพ
   จากการตรวจสอบการเชื่อมโยงข้อมูลเชิงพื้นที่กับข้อมูลเชิงบรรยาย รวมถึงการ
ใช้ระบบ GIS ในการจัดเก็บรายได้ในทุกประเภทภาษีและทุกขั้นตอน พบว่า เทศบาล
ตำบลทับกวางใช้ประโยชน","สำนักงานการตรวจเงินแผ่นดินมีข้อเสนอแนะให้นายกเทศมนตรีดำเนินการ ดังต่อไปนี้
  1. แต่งตั้งคณะทำงานดำเนินการแก้ไขปัญหาเร่งด่วนจากการไม่ได้ใช้ประโยชน์
จากระบบสารสนเทศภูมิศาสตร์(GIS)ในการจัดเก็บรายได้ หรือใช้ประโยชน์ไม่เต็ม
ประสิทธิภาพ ซึ่งคณะทำงานต้องมีการราย","1.ผลกระทบต่อความเสียหายที่เป็นตัวเงิน
  จากการใช้ประโยชน์จากระบบสารสนเทศภูมิศาสตร์(GIS)ในการจัดเก็บรายได้ ทำให้
เทศบาลตำบลทับกวางต้องสูญเสียเงินงบประมาณในการลงทุนในระบบ GIS เฉพาะในส่วน
ของการจัดเก็บรายได้เป็นจำนวน 1,769,533 บาท ได้รับประโยชน์ไม่คุ้มค่า 
ไ"
FL-0351,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,เทศบาลตำบลแก่งคอย,511นำระบบสารสนเทศภูมิศาสตร์(GIS)มาใช้ในการจัดเก็บรายได้ของเทศบาล,2551,,"   การที่เทศบาลตำบลผักไห่ใช้ประโยชน์จากระบบสารสนเทศภูมิศาสตร์(GIS)
ในการจัดเก็บรายได้ไม่เต็มประสิทธิภาพ มีสาเหตุโดยสรุปของแต่ละด้านได้ดังนี้
  1) ด้านฮาร์ดแวร์ เช่น เทศบาลไม่มีเครื่องคอมพิวเตอร์หรือเครื่องคอมฯ
ไม่เพียงพอต่อการใช้ระบบสารสนเทศภูมิศาสตร์(GIS","   1.เทศบาลใช้ประโยชน์จากระบบสารสนเทศภูมิศาสตร์(GIS)ในการจัดเก็บรายได้
ไม่เต็มประสิทธิภาพ
     จากการตรวจสอบการเชื่อมโยงข้อมูลเชิงพื้นที่กับข้อมูลเชิงบรรยาย 
รวมถึงการใช้ระบบสารสนเทศภูมิศาสตร์(GIS)ในการจัดเก็บรายได้ในทุกประเภทภาษี
และทุกขั้นตอน พบว่าเทศบา","   เพื่อให้มีการนำระบบสารสนเทศภูมิศาสตร์(GIS)มาใช้ประโยชน์ในการจัด
เก็บรายได้ได้เต็มประสิทธิภาพ ตามวัตถุประสงค์ของโครงการ สำนักงานการตรวจเงิน
แผ่นดินมีข้อเสนอแนะให้นายกเทศมนตรีดำเนินการ สรุปได้ดังนี้
   1) แต่งตั้งคณะทำงานดำเนินการแก้ไขปัญหาเร่งด่วนจากการ","   จากการที่เทศบาลใช้ประโยชน์จากระบบสารสนเทศภูมิศาสตร์(GIS)ในการจัด
เก็บรายได้ไม่เต็มประสิทธิภาพก่อให้เกิดความเสียหายเป็นจำนวนเงิน 2 ล้านบาท
หากเทศบาลปรับปรุงแก้ไขข้อบกพร่องในด้านต่าง ๆ ตามสาเหตุที่กล่าวข้างต้น และ
สามารถใช้ระบบสารสนเทศภูมิศาสตร์(GIS)ได้อ"
FL-0352,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,เทศบาลตำบลแก่งคอย,511นำระบบสารสนเทศภูมิศาสตร์(GIS)มาใช้ในการจัดเก็บรายได้ของเทศบาล,2551,,"   การที่เทศบาลไม่ได้ใช้ประโยชน์จากระบบสารสนเทศภูมิศาสตร์(GIS)ในการ
จัดเก็บรายได้ มีสาเหตุในทำนองเดียวกัน แต่จากสภาพแวดล้อมภายในและข้อเท็จจริง
ที่แตกต่างกันของแต่ละเทศบาล รวมทั้งการให้ความสำคัญของผู้บริหารและ
เจ้าหน้าที่ที่รับผิดชอบต่อการใช้งานระบบ(GIS)จึ","  1.เทศบาลไม่ได้ใช้ประโยชน์จากระบบสารสนเทศภูมิศาสตร์(GIS)ในการจัดเก็บ
รายได้
    จากการตรวจสอบรายการเคลื่อนไหวในระบบเอกสารของข้อมูลที่ดิน โรงเรือน
ป้าย และใบอนุญาตในทะเบียนทรัพย์สิน(ผ.ท.4)รายการชำระภาษีและค่าธรรมเนียม
ใบอนุญาตในทะเบียนคุมผู้ชำระภาษี(ผ.ท.5","     เพื่อให้มีการนำระบบสารสนเทศภูมิศาสตร์(GIS)มาใช้ประโยชน์ในการจัดเก็บรายได้
ได้เต็มประสิทธิภาพ ตามวัตถุประสงค์ของโครงการ สำนักงานการตรวจเงินแผ่นดินมี
ข้อเสนอแนะให้นายกเทศมนตรีดำเนินการ สรุปได้ดังนี้
  1) แต่งตั้งคณะทำงานดำเนินการแก้ไขปัญหาเร่งด่วนจากกา","  ผลจากการที่เทศบาลไม่ได้ใช้ประโยชน์จากระบบสารสนเทศภูมิศาสตร์(GIS)
ในการจัดเก็บรายได้ ทำให้เกิดความเสียหายเป็นจำนวนเงิน1,990,200 บาท
หากเทศบาลปรับปรุงแก้ไขข้อบกพร่องในด้านต่างๆตามสาเหตุที่กล่าวข้างต้น และ
สามารถใช้ระบบสารสนเทศภูมิศาสตร์(GIS)ได้อย่างมีประส"
FL-0353,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,เทศบาลตำบลแก่งคอย,511นำระบบสารสนเทศภูมิศาสตร์(GIS)มาใช้ในการจัดเก็บรายได้ของเทศบาล,2551,,"1) ด้านฮาร์ทแวร์
   เช่น เทศบาลไม่มีเครื่องคอมพิวเตอร์หรือเครื่องคอมพิวเตอร์ไม่เพียงพอต่อการ
ใช้งานในระบบสานสนเทศภูมิศาสตร์(GIS)เครื่องคอมพิวเตอร์ที่ใช้งานระบบสารสนเทศ-
ภูมิศาสร์(GIS)ใช้ร่วมกับงานอื่น ทำให้เจ้าหน้าที่ไม่สามารถใช้ประโยชน์จากเครื่อง
คอมพิวเ","1. เทศบาลไม่ได้ใช้ประโยชน์จากระบบสารสนเทศภูมิศาสตร์(GIS)ในการจัดเก็บ
รายได้
   จากการตรวจสอบรายการเคลื่อนไหวในระบบเอกสารของข้อมูลที่ดิน โรงเรือน ป้าย
และใบอนุญาต ในทะเบียนทรัพย์สิน(ผ.ท.4) รายการชำระภาษี และค่าธรรมเนียมใบ
อนุญาต ในทะเบียนคุมผู้ชำระภาษี(ผ.ท","   เพื่อให้มีการนำระบบสารสนเทศภูมิศาสตร์(GIS)มาใช้ประโยชน์ในการจัดเก็บรายได้
ได้เต็มประสิทธิภาพ ตามวัตถุประสงค์ของโครงการ สำนักงานการตรวจเงินแผ่นดินมี
ข้อเสนอแนะให้นายกเทศมนตรีดำเนินการ สรุปได้ดังนี้
  1. แต่งตั้งคณะทำงานดำเนินการแก้ไขปัญหาเร่งด่วนจากการไ","1.ผลกระทบต่อความเสียหายที่เป็นตัวเงิน
  จากการไม่ได้ใช้ประโยชน์จากระบบสารสนเทศภูมิศาสตร์(GIS)ในการจัดเก็บรายได้
ทำให้เทศบาลเมืองพระพุทธบาท ต้องสูญเสียเงินงบประมาณในการลงทุนในระบบสารสนเทศ
ภูมิศาสตร์(GIS)เฉพาะในส่วนของการจัดเก็บรายได้เป็นจำนวน 1,990,000 บาท"
