finding_id,issue_title,unit,program,year,cause_detail,issue_detail,recommendation,outcomes_impact
FL-0847,ด้านประสิทธิผล อื่น ๆ                                                                               ,สำนักงานเกษตรจังหวัดมหาสารคาม,โครงการ 9101 ตามรอยเท้าพ่อ ภายใต้ร่มพระบารมี เพื่อการฟื้นฟูอาชีพด้านการเกษตรแก่เกษตรกรผู้ประสบอุทกภัย ปี 2560 ของสำนักงานเกษตรจังหวัดมหาสารคาม,2562,1.คณะทำงานตรวจรับวัสดุอุปกรณ์ทำหน้าที่ตรวจรับพัสดุโดยสุ่มตรวจชั่งน้ำหนัก และได้แจกจ่ายให้กับสมาชิกตามบัญชีรายชื่อการรับปัจจัยการผลิตที่ได้ระบุน้ำหนัก ถุงบรรจุเส้นไหมที่ผู้ขายแยกบรรจุให้กับสมาชิกแต่ละรายโดยไม่ได้ชั่งน้ำหนักทุกถุง,สมาชิกกลุ่มได้รับปัจจัยการผลิตไม่ครบถ้วนและสมาชิกบางรายยังไม่ได้แปรรูป ข้อตรวจพบที่ ผลิตภัณฑ์เป็นผ้าไหม,"     เพื่อให้การดำเนินงานโครงการเป็นไปตามวัตถุประสงค์ เกิดความโปร่งใส 
ตรวจสอบได  และเกิดความคุ้มค่า ให้สำนักงานเกษตรจังหวัดมหาสารคาม 
พิจารณาดำเนินการ ดังนี้
	1. ตรวจสอบข้อเท็จจริงกับเจ้าหน้าที่และผู้ที่เกี่ยวข้อง 
กรณีสมาชิกกลุ่มทอผ้าไหมได้รับปัจจัยการผ","สมาชิกกลุ่มได้รับปัจจัยการผลิตไม่ครบถ้วนและไม่เป็นไปตามนโยบายของรัฐ 
ทำให้เสียโอกาสจากการนำปัจจัยการผลิตที่ขาดไปแปรรูปเพื่อจำหน่ายเพิ่มรายได้ 
ซึ่งอาจส่งผลให้การดำเนินโครงการเพื่อฟื้นฟูและส่งเสริมอาชีพ 
ด้านการเกษตรให้แก่เกษตรกรที่ประสบอุทกภัยอาจไม่บรรลุว"
FL-0854,ด้านประสิทธิผล อื่น ๆ                                                                               ,กรมการค้าภายใน,การตรวจสอบการดำเนินงานการคุ้มครองผู้บริโภคของกรมการค้าภายใน,2562,1.กรมการค้าภายในไม่มีการกำหนดแนวทาง/วิธีการพิจารณารับเรื่องร้องเรียน การที่ผู้บริโภคบางส่วนยังไม่ได้รับการแก้ไขปัญหาการถูกเอารัดเอาเปรียบ และไม่มีการกำหนดแนวทาง/วิธีการตรวจสอบเรื่อง,ข้อตรวจพบที่ 2 การแก้ไขปัญหาเรื่องร้องเรียนเกี่ยวกับราคาสินค้าและบริการบางส่วนยังไม่เกิด ประสิทธิผล,"   สำนักงานการตรวจเงินแผ่นดินมีข้อเสนอแนะให้อธิบดีกรมการค้าภายในพิจารณา
ดำเนินการดังนี้
   1. กำหนดแนวทาง/วิธีการพิจารณารับเรื่องร้องเรียน การจำแนกประเภทของเรื่อง
ร้องเรียน และกำหนดแนวทาง/วิธีการตรวจสอบเรื่องร้องเรียนโดยเฉพาะกรณีพฤติการณ์
จำหน่ายราคาแพง เ","   จากผลการตรวจสอบข้างต้นแสดงให้เห็นว่า กรมการค้าภายในและสำนักงานพาณิชย์จังหวัด
ที่สุ่มตรวจสอบมีการดำเนินการแก้ไขปัญหาเรื่องร้องเรียนกรณีจำหน่ายราคาแพง โดยส่วน
ใหญ่เป็นการตรวจสอบการปิดป้ายแสดงราคาจำหน่าย และตรวจสอบว่าร้านค้าจำหน่ายตรงตาม
ป้ายราคาที่แสดงไว"
FL-0975,ด้านประสิทธิภาพและความประหยัด                                                                       ,สำนักงานจังหวัดสงขลา,โครงการเพิ่มประสิทธิภาพการผลิตยางพาราเพื่อสร้างมูลค่าเพิ่ม,2562,กรณีการก่อสร้างโรงเรือนและบ่อรวบรวมน้ำยางสดของสหกรณ์การ กรณีการก่อสร้างโรงงานน้ำยางข้น 2.การขาดการประสานงานระหว่างการจัดหาครุภัณฑ์ที่จัดซื้อแยกกับสัญญาจ้างก่อสร้าง,การก่อสร้างโครงการเป็นไปอย่างไม่มีประสิทธิภาพเท่าที่ควร,"ข้อเสนอแนะต่อผู้ว่าราชการจังหวัดสงขลา ดังนี้
1.ในขั้นตอนการเสนอโครงการ ควรกำชับให้หน่วยงานที่รับผิดชอบจัดทำและตรวจสอบ
แบบก่อสร้างให้มีความสมบูรณ์สำหรับใช้ในการก่อสร้างโครงการ
2.กรณีโครงการมีสัญญาการจัดหาพัสดุมากกว่า 1 สัญญา 
ควรแต่งตั้งบุคคลหรือคณะบุคคลเพ","ส่งผลให้สถาบันเกษตรกรที่ได้รับการสนับสนุนสูญเสียโอกาสที่จะได้ใช้ประโยชน์
จากโครงการตามวัตถุประสงค์ภายในระยะเวลาที่กำหนด 
ทำให้การเบิกจ่ายงบประมาณล่าช้า 
และกระทบโดยตรงต่อการใช้จ่ายงบประมาณของภาครัฐที่มีวัตถุประสงค์หลักสำคัญประการหนึ่งคือ 
เพื่อให้เงินงบปร"
FL-0976,ด้านประสิทธิภาพและความประหยัด                                                                       ,สำนักงานท้องถิ่นจังหวัดสุราษฎร์ธานี,โครงการด้านเทคโนโลยีและการสื่อสารขององค์กรปกครองส่วนท้องถิ่นในจังหวัดสุราษฎร์ธานี,2562,,,,
FL-0977,ด้านประสิทธิภาพและความประหยัด                                                                       ,เทศบาลเมืองกาญจนบุรี,การบริหารจัดการระบบบำบัดนำ้เสียรวมของชุมชนเทศบาลเมืองกาญจนบุรี,2562,ปริมาณน้ำเสียที่เข้าสู่ระบบบำบัดน้ำเสียรวมของชุมชนที่มีปริมาณต่ำกว่าศักยภาพการเดินกำลัง ของเครื่องจักรมีสาเหตุส่วนหนึ่งมาจากท่อรวบรวมน้ำเสียอาจเกิดการชำรุด หรือมีการรั่วซึมตามแนวรอยต่อของท่อที่ต่อเชื่อมกับท่อรวบรวมน้ำเสีย,ประสิทธิภาพของการบริหารจัดการระบบบำบัดน้ำเสียรวมของชุมชนเทศบาล เมืองกาญจนบุรี,"1.1 
ปริมาณน้ำเสียเข้าสู่ระบบบำบัดน้ำเสียรวมของชุมชนเทศบาลเมืองกาญจนบุรีต่ำกว่ามาตรฐานศักยภาพการเดินกำลังของเครื่องจักร	
		1.1.1 
ให้เจ้าหน้าที่ผู้รับผิดชอบดำเนินการสำรวจตามแนวบริเวณท่อรวบรวมน้ำเสีย 
หากเกิดการชำรุดหรือรั่วซึมควรดำเนินการซ่อมแซมให้สามารถล","1.
ปริมาณน้ำเสียที่เข้าสู่ระบบบำบัดน้ำเสียรวมของชุมชนที่มีปริมาณต่ำกว่าศักยภาพการเดินกำลัง 
ของเครื่องจักร 
หรือกล่าวอีกนัยหนึ่งคือการสร้างระบบบำบัดน้ำเสียรวมของชุมชนเมืองเทศบาลเมืองกาญจนบุรีที่มีขนาดใหญ่เกินกว่าปริมาณน้ำเสียของชุมชนในเขตเทศบาลเมืองกาญจนบ"
FL-0978,ด้านประสิทธิภาพและความประหยัด                                                                       ,สำนักงานส่งเสริมการปกครองท้องถิ่นจังหวัดศรีสะเกษ,โครงการบริหารจัดการระบบประปาขององค์กรปกครองส่วนท้องถิ่นจังหวัดศรีสะเกษ,2562,รวมทั้งมีความเข้าใจที่คลาดเคลื่อนเกี่ยวกับระบบประปาที่โอนให้ ไม่ให้ความสำคัญในศึกษาและปฏิบัติตามกฎหมาย ระเบียบที่เกี่ยวข้องกับการบริหารกิจการประปาและมาตรฐานระบบน้ำสะอาด,การบริหารกิจการประปาไม่เป็นไปตามหลักเกณฑ์ที่กำหนด จากการตรวจสอบระบบประปาที่ก่อสร้างแล้วเสร็จ แยกเป็นระบบประปาที่,"สำนักงานการตรวจเงินแผ่นดินมีข้อเสนอแนะ ให้ ผู้ว่าราชการจังหวัดศรีสะเกษ 
ดำเนินการ ดังนี้
1.  สั่งกำชับ อปท. 
ให้ถือปฏิบัติตามระเบียบกระทรวงมหาดไทยว่าด้วยการบริหารกิจการและบำรุงรักษาระบบประปาหมู่บ้าน 
พ.ศ. 2548 และมาตรฐานระบบน้ำสะอาดของกรมส่งเสริมการปกครอง","จากการดำเนินงานที่ไม่เป็นตามหลักเกณฑ์ที่กำหนด ส่งผลกระทบ ดังนี้
	1.  กลุ่มผู้ใช้น้ำที่ยังไม่มีการจัดตั้ง 
ทำให้ระบบประปาบางแห่งที่มีการเปิดใช้งานแล้ว มีผู้ใช้งานน้อย 
ต้นทุนการผลิตน้ำประปาสูง จัดเก็บค่าน้ำได้ไม่เพียงพอกับค่าใช้จ่าย 
ซึ่งจะเป็นภาระงบประมาณ"
FL-0979,ด้านประสิทธิภาพและความประหยัด                                                                       ,สำนักงานจังหวัดอุบลราชธานี,โครงการพัฒนาและส่งเสริมการเกษตรในกลุ่มจังหวัดภาคตะวันออกเฉีย1,2562,1.การกำหนดรายละเอียดและวิธีการฝึกอบรมไม่สอดคล้องกับความต้องการและความพร้อมของกลุ่มเกษตรกรเป้าหมาย 2.ความไม่พร้อมและไม่สมบูรณ์ของรายละเอียดการจัดซื้อจัดจ้างของโครงการที่ขอรับการจัดสรรงบประมาณ ทำให้การใช้จ่ายงบประมาณเพื่อการฝึกอบรมไม่เกิดความคุ้มค่า,จากการตรวจสอบผู้เข้าฝึกอบรมโครงการส่งเสริมการแปรรูปสินค้าเกษตรเพิ่มมูลค่าในกลุ่มเกษตรกรและวิสาหกิจ ผู้เข้าร่วมฝึกอบรมยังไม่สามารถนำความรู้ไปปฏิบัติได้และไม่สามารถยกระดับการผลิตสู่สากลได้ การบริหารจัดการโครงการขาดประสิทธิภาพ,"1.ให้หัวหน้ากลุ่มจังหวัดภาคตะวันออกเฉียงตอนล่าง 2 
พิจารณาสั่งการให้สำนักงานเกษตรจังหวัดเข้าไปให้คำแนะนำการดำเนินการเพิ่มเติมโครงการส่งเสริมการแปรรูปสินค้าเกษตรเพิ่มมูลค่าในกลุ่มเกษตรกรและวิสาหกิจเพื่อให้การใช้จ่ายงบประมาณในการฝึกอบรมของโครงการเกิดผลที่เป","1. โครงการส่งเสริมการแปรรูปสินค้าเกษตรเพิ่มมูลค่าในกลุ่มเกษตรกรและวิสาหกิจ 
การที่ผู้เข้าร่วมฝึกอบรมยังมีความรู้ไม่เพียงพอ 
และไม่สามารถนำความรู้ไปปฏิบัติได้มีผลทำให้การใช้จ่ายงบประมาณฝึกอบรมไม่เกิดความคุ้มค่า 
กลุ่มเกษตรกรยังขาดทักษะในการแปรรูปผลิตภัณฑ์ "
FL-0980,ด้านประสิทธิภาพและความประหยัด                                                                       ,องค์การบริหารส่วนจังหวัดระยอง,การบริหารจัดการศูนย์กำจัดขยะมูลฝอยรวมแบบครบวงจร จังหวัดระยอง,2562,,ประสิทธิภาพการบริหารจัดการศูนย์กำจัดขยะมูลฝอยรวมแบบครบวงจร ศูนย์กำจัดขยะมูลฝอยรวมแบบครบวงจร มีแนวโน้มสามารถนำขยะเข้าสู่ระบบคัดแยกไ,"นายกองค์การบริหารส่วนจังหวัดระยอง
๑.จัดให้มีระบบคัดแยกขยะเพิ่มขึ้น 
เพื่อให้สามารถรองรับปริมาณขยะที่รับเข้ามากำจัดในแต่ละวัน
๒.ให้มีการจัดระเบียบภายในอาคารคัดแยกขยะ 
โดยมีการจัดพื้นที่สำหรับดำเนินการในแต่ละส่วนอย่างชัดเจน
๓.มีมาตรการลดผลกระทบด้านสิ่งแวดล้",
FL-0981,ด้านประสิทธิภาพและความประหยัด                                                                       ,สถาบันพัฒนาองค์กรชุมชน (องค์การมหาชน),โครงการสนับสนุนการจัดสวัสดิการชุมชน,2562,กรณีที่กองทุนส่วนใหญ่มีความเสี่ยงหรือเสี่ยงสูงมากที่จะล้มเหลว มีจุดอ่อนในกระบวนการบริหารการดำเนินงานและการวางระบบควบคุม จากรายละเอียดสภาพปัญหา,กองทุนสวัสดิการชุมชนที่สุ่มตรวจสอบส่วนใหญ่มีความเสี่ยงที่จะล้มเหลว ขาดความเข้มแข็งและยั่งยืนในการดำเนินงาน,"เพื่อให้การดำเนินงานของกองทุนประสบผลสำเร็จตามวัตถุประสงค์และมีการดำเนินงานที่เป
็นไปตามเจตนารมณ์ของการดำเนินโครงการในการสร้างหลักประกันความมั่นคงของชุมชน 
เพื่อให้เกิดความเข้มแข็งของชุมชนในการจัดการดูแลด้านสวัสดิการในชุมชนท้องถิ่น 
และให้กองทุนสามารถพึ่งต","1.	
อาจไม่เกิดความคุ้มค่าของเงินงบประมาณที่รัฐบาลให้การสนับสนุนหรือสมทบแก่กองทุนภาย
ใต้โครงการสนับสนุนการจัดสวัสดิการชุมชน 
และงบประมาณจากองค์กรปกครองส่วนท้องถิ่นหรือหน่วยงานที่เกี่ยวข้อง 
รวมถึงเงินสมทบจากสมาชิกกองทุนส่วนใหญ่ไม่ได้ปิดประกาศเปิดเผยข้อมูลผ"
FL-0985,ด้านประสิทธิภาพและความประหยัด                                                                       ,สำนักงานมาตรฐานผลิตภัณฑ์อุตสาหกรรม,การตรวจสอบการดำเนินงานการคุ้มครองผู้บริโภคของสำนักงานมาตรฐานผลิตภัณฑ์อุตสาหกรรม,2562,การออกใบอนุญาตทำและนำเข้าผลิตภัณฑ์อุตสาหกรรมบางส่วนไม่เป็นไปตามหลักเกณฑ์ การพิจารณาออกใบอนุญาตไม่ได้ให้ความสำคัญอย่างเพียงพอกับการตรวจสอบเอกสารป 1.เจ้าหน้าที่ของสำนักงานมาตรฐานผลิตภัณฑ์อุตสาหกรรมที่มีหน้าที่เกี่ยวข้องกับ,ข้อตรวจพบที่ 4 การดำเนินการของเจ้าหน้าที่ในการออกใบอนุญาต และการตรวจติดตาม ภายหลังการอนุญาต,"4.1 การออกใบอนุญาตทำและนำเข้าผลิตภัณฑ์อุตสาหกรรมบางส่วนไม่เป็นไปตามหลักเกณฑ์
และวิธีการที่กำหนดผลกระทบ 
    1.สั่งการเจ้าหน้าที่ของสำนักงานมาตรฐานผลิตภัณฑ์อุตสาหกรรมที่มีหน้าที่
เกี่ยวข้องกับการพิจารณาออกใบอนุญาตให้ความสำคัญกับการตรวจสอบเอกสารประกอบคำขอ
ร",
FL-0986,ด้านประสิทธิภาพและความประหยัด                                                                       ,กรมอุทยานแห่งชาติ สัตว์ป่าและพันธุ์พืช,การตรวจสอบการดำเนินงานการอนุรักษ์ฟื้นฟูและป้องกันทรัพยากรป่าไม้,2562,เอกสารประกอบการรายงานการสำรวจข้อมูลพื้นที่มีรายละเอียดไม่เพียงพอที่จะใช้ประกอบการตัดสินใจ สาเหตุที่ทำให้มีการปลูกป่าในพื้นที่ที่ไม่ได้มีสภาพเป็นป่าเสื่อมโทรม ในการกำหนดพื้นที่ที่จะฟื้นฟูสภาพป่า,พื้นที่แปลงปลูกป่าที่สุ่มตรวจสอบบางแปลงไม่ได้มีสภาพเป็นป่าเสื่อมโทรมตามหลักเกณฑ์ที่กำหนด บริเวณพื้นที่แปลงปลูกป่าที่สุ่มตรวจสอบบางจุด การดำเนินกิจกรรมการปลูกและบำรุงป่า,"1.	ปรับปรุงหลักเกณฑ์การคัดเลือกพื้นที่ดำเนินการปลูกป่า 
โดยควรกำหนดให้มีการนำข้อมูลการตีความสภาพป่าจากการสำรวจระยะไกล 
เป็นข้อมูลประกอบการพิจารณา 
รวมถึงกรณีที่มีข้อสงสัยในประเด็นความสมบูรณ์ของสภาพป่า 
ควรกำหนดให้มีคณะทำงานลงไปสอบทานข้อมูลในพื้นที่ซ้ำอีกค","1.	การดำเนินการกิจกรรมปลูกป่าในพื้นที่แปลงปลูกป่าที่มีสภาพไม่เหมาะสม 
ส่งผลให้การใช้จ่ายงบประมาณไม่คุ้มค่า 
โดยต้นทุนในการปลูกและบำรุงป่าจนถึงป่าอายุ 10 ปี มีต้นทุนไร่ละ 10,960 บาท
2.	การคัดเลือกพื้นที่ที่มีสภาพเป็นป่าที่ไม่เสื่อมสภาพเพื่อนำมาปลูกป่า 
ทำใ"
FL-0987,ด้านประสิทธิภาพและความประหยัด                                                                       ,สำนักงานจังหวัดพัทลุง,โครงการผลผลิตทางการเกษตรขับเคลื่อนเศรษฐกิจเข้มแข็ง จังหวัดพัทลุง ประจำปีงบประมาณ พ.ศ.2559,2562,เพื่อให้เกษตรกรมีการรวมกลุ่มขายเพื่อมีอำนาจต่อรองกับพ่อค้าคนกลาง ความผันผวนไม่แน่นนอนของผลผลิตพืช ทราบและเข้าถึงการสนับสนุน,วัสดุ ครุภัณฑ์ และสิ่งก่อสร้างบางแห่งใช้ประโยชน์อย่างไม่มีประสิทธิภาพ และไม่เป็นไปตามวัตถุประสงค์,"เพื่อให้โครงการ/กิจกรรมเกิดผลสัมฤทธิ์ มีประสิทธิภาพ 
สำนักงานการตรวจเงินแผ่นดินภูมิภาค ที่ 14 (จังหวัดนครศรีธรรมราช) 
มีข้อเสนอแนะให้ผู้ว่าราชการจังหวัดพัทลุง สั่งการให้ 
สำนักงานสหกรณ์จังหวัดพัทลุง และสำนักงานปศุสัตว์จังหวัดพัทลุง 
ดำเนินการดังนี้

สำนัก","1. กลุ่มเป้าหมายไม่ใช้ประโยชน์วัสดุ อุปกรณ์ ครุภัณฑ์ 
ให้เป็นไปตามวัตถุประสงค์ของโครงการ/กิจกรรม หรือใช้ประโยชน์น้อย 
ทำให้ผลการดำเนินการไม่บรรลุวัตถุประสงค์ ส่งผลให้ไม่ 
คุ้มค่าในการใช้จ่ายเงินงบประมาณ และทำให้กลุ่มเป้าหมายอื่นๆ 
เสียโอกาสการสนับสนุนจากภ"
FL-0993,ด้านประสิทธิภาพและความประหยัด                                                                       ,ที่ทำการปกครองอำเภอบางซ้าย,โครงการนวัตกรรม วัฒนธรรมสายน้ำเจ้าพระยา-ป่าสัก เพื่อการท่องเที่ยว,2562,บุคลากรของหน่วยงานขาดความรู้ความเข้าใจเกี่ยวกับการจัดซื้อจัดจ้างด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ ทำให้การดำเนินการจัดซื้อจัดจ้างมีความล่าช้า ไม่สามารถดำเนินการให้แล้วเสร็จภายในระยะเวลาที่กำหนดไว้ในแผน,1.สำนักงานส่งเสริมการปกครองท้องถิ่นจังหวัดสระบุรี 2.สำนักงานเจ้าท่าภูมิภาคสาขาอยุธยา การดำเนินโครงการไม่เป็นไปตามแผนงานที่กำหนดไว้,"  
1.ส่งเสริมให้บุคลากรของหน่วยงานได้เข้ารับการอบรมเกี่ยวกับการจัดซื้อจัดจ้างและการบริหารพัสดุภาครัฐ 
เพื่อให้เกิดความรู้ความเข้าใจและสามารถปฏิบัติงานได้อย่างมีประสิทธิภาพ
  
2.กำชับเจ้าหน้าที่ทุกฝ่ายที่เกี่ยวข้องกับการดำเนินโครงการให้มีการสอบทานและกลั่นก","  ทำให้ต้องยกเลิกการดำเนินกิจกรรมหรืองานภายใต้โครงการนวัตกรรมสายน้ำเจ้าพระยา-ป่าสัก 
4 กิจกรรม และ 2 งาน เป็นงบประมาณ 59,646,000 บาท 
ส่งผลให้รัฐสูญเสียโอกาสในการนำเงินงบประมาณจำนวนดังกล่าวไปใช้ในการบริหารงานด้านอื่น 
หรือนำไปสนับสนุนโครงการอื่นที่มีความจ"
FL-0994,ด้านประสิทธิภาพและความประหยัด                                                                       ,กรมควบคุมมลพิษ,การตรวจสอบการดำเนินงานการป้องกันและแก้ไขปัญหาสิ่งแวดล้อมของประเทศไทย (ครั้งที่ 3 ด้านน้ำเสีย),2562,การดำเนินงานกิจกรรมการบำบัดน้ำเสียชุมชนยังไม่เกิดผลสัมฤทธิ์ น้ำเสียให้เกิดผลสัมฤทธิ์และมีประสิทธิภาพ และไม่มีประสิทธิภาพ,ระบบบำบัดน้ำเสียรวมของชุมชนส่วนใหญ่มีการดำเนินการบำบัดน้ำเสียได้ การบริหารจัดการระบบบำบัดน้ำเสียรวมของชุมชนที่ก่อสร้างแล้วเสร็จ ระบบบำบัดน้ำเสียรวมของชุมชนมีโครงสร้างระบบ,"สำนักงานการตรวจเงินแผ่นดินมีข้อเสนอแนะให้ปลัดกระทรวงทรัพยากรธรรมชาติและ
สิ่งแวดล้อมพิจารณาดำเนินการเพื่อให้กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม
เป็นหน่วยงานหลักในการดำเนินการเพื่อพิจารณาจัดทำแผนแม่บทการจัดการน้ำเสีย
ของประเทศ โดยนำเสนอรัฐบาลให้พิจารณา เห","ผลการตรวจสอบการดำเนินงานการป้องกันและแก้ไขปัญหาสิ่งแวดล้อมของประเทศไทย
ด้านน้ำเสีย ตามประเด็นข้อตรวจพบที่ 1 - 3 แสดงให้เห็นว่าการจัดการน้ำเสีย
ของประเทศโดยเฉพาะอย่างยิ่งการดำเนินงานกิจกรรมการบำบัดน้ำเสียชุมชนที่ยังไม่เกิด
ผลสัมฤทธิ์ และไม่มีประสิทธิภาพ ส่"
FL-0995,ด้านประสิทธิภาพและความประหยัด                                                                       ,กรมควบคุมมลพิษ,การตรวจสอบการดำเนินงานการป้องกันและแก้ไขปัญหาสิ่งแวดล้อมของประเทศไทย (ครั้งที่ 3 ด้านน้ำเสีย),2562,การดำเนินงานกิจกรรมการบำบัดน้ำเสียชุมชนยังไม่เกิดผลสัมฤทธิ์ ความพร้อมในการจัดการน้ำเสียให้เกิดผลสัมฤทธิ์และมีประสิทธิภาพ โดยมีข้อจำกัดทั้งด้านงบประมาณในการดำเนินการจัดการน้ำเสียชุ,ระบบบำบัดน้ำเสียรวมของชุมชนส่วนใหญ่มีการดำเนินการบำบัดน้ำเสียได้ การบริหารจัดการระบบบำบัดน้ำเสียรวมของชุมชนที่ก่อสร้างแล้วเสร็จ ระบบบำบัดน้ำเสียรวมของชุมชนมีโครงสร้างระบบ,"สำนักงานการตรวจเงินแผ่นดินมีข้อเสนอแนะให้ปลัดกระทรวงทรัพยากรธรรมชาติและ
สิ่งแวดล้อมพิจารณาดำเนินการเพื่อให้กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม
เป็นหน่วยงานหลักในการดำเนินการเพื่อพิจารณาจัดทำแผนแม่บทการจัดการน้ำเสียของ
ประเทศ โดยนำเสนอรัฐบาลให้พิจารณา เห","ผลการตรวจสอบการดำเนินงานการป้องกันและแก้ไขปัญหาสิ่งแวดล้อมของประเทศไทย
ด้านน้ำเสีย ตามประเด็นข้อตรวจพบที่ 1 - 3 แสดงให้เห็นว่าการจัดการน้ำเสียของ
ประเทศโดยเฉพาะอย่างยิ่งการดำเนินงานกิจกรรมการบำบัดน้ำเสียชุมชนที่ยังไม่เกิด
ผลสัมฤทธิ์ และไม่มีประสิทธิภาพ ส่"
FL-0996,ด้านประสิทธิภาพและความประหยัด                                                                       ,กรมควบคุมมลพิษ,การตรวจสอบการดำเนินงานการป้องกันและแก้ไขปัญหาสิ่งแวดล้อมของประเทศไทย (ครั้งที่ 3 ด้านน้ำเสีย),2562,การดำเนินงานกิจกรรมการบำบัดน้ำเสียชุมชนยังไม่เกิดผลสัมฤทธิ์ น้ำเสียให้เกิดผลสัมฤทธิ์และมีประสิทธิภาพ และไม่มีประสิทธิภาพ,การบริหารจัดการระบบบำบัดน้ำเสียรวมของชุมชนที่ก่อสร้างแล้วเสร็จ ระบบบำบัดน้ำเสียรวมของชุมชนส่วนใหญ่มีการดำเนินการ ระบบบำบัดน้ำเสียรวมของชุมชนมีโครงสร้างระบบ,"สำนักงานการตรวจเงินแผ่นดินมีข้อเสนอแนะให้ปลัดกระทรวงทรัพยากรธรรมชาติและ
สิ่งแวดล้อมพิจารณาดำเนินการเพื่อให้กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม
เป็นหน่วยงานหลักในการดำเนินการเพื่อพิจารณาจัดทำแผนแม่บทการจัดการน้ำเสียของ
ประเทศ โดยนำเสนอรัฐบาลให้พิจารณา เห","ผลการตรวจสอบการดำเนินงานการป้องกันและแก้ไขปัญหาสิ่งแวดล้อมของประเทศไทย
ด้านน้ำเสีย ตามประเด็นข้อตรวจพบที่ 1 - 3 แสดงให้เห็นว่าการจัดการน้ำเสียของ
ประเทศโดยเฉพาะอย่างยิ่งการดำเนินงานกิจกรรมการบำบัดน้ำเสียชุมชนที่ยังไม่เกิด
ผลสัมฤทธิ์ และไม่มีประสิทธิภาพ ส่"
FL-0997,ด้านประสิทธิภาพและความประหยัด                                                                       ,กรมควบคุมมลพิษ,การตรวจสอบการดำเนินงานการป้องกันและแก้ไขปัญหาสิ่งแวดล้อมของประเทศไทย (ครั้งที่ 3 ด้านน้ำเสีย),2562,การดำเนินงานกิจกรรมการบำบัดน้ำเสียชุมชนยังไม่เกิดผลสัมฤทธิ์ น้ำเสียให้เกิดผลสัมฤทธิ์และมีประสิทธิภาพ และไม่มีประสิทธิภาพ,ระบบบำบัดน้ำเสียรวมของชุมชนส่วนใหญ่มีการดำเนินการบำบัดน้ำเสียได้ การบริหารจัดการระบบบำบัดน้ำเสียรวมของชุมชนที่ก่อสร้างแล้วเสร็จ ระบบบำบัดน้ำเสียรวมของชุมชนมีโครงสร้างระบบ,"สำนักงานการตรวจเงินแผ่นดินมีข้อเสนอแนะให้ปลัดกระทรวงทรัพยากรธรรมชาติและ
สิ่งแวดล้อมพิจารณาดำเนินการเพื่อให้กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม
เป็นหน่วยงานหลักในการดำเนินการเพื่อพิจารณาจัดทำแผนแม่บทการจัดการน้ำเสียของ
ประเทศ โดยนำเสนอรัฐบาลให้พิจารณา เห","ผลการตรวจสอบการดำเนินงานการป้องกันและแก้ไขปัญหาสิ่งแวดล้อมของประเทศไทยด้าน
น้ำเสีย ตามประเด็นข้อตรวจพบที่ 1 - 3 แสดงให้เห็นว่าการจัดการน้ำเสียของประเทศ
โดยเฉพาะอย่างยิ่งการดำเนินงานกิจกรรมการบำบัดน้ำเสียชุมชนที่ยังไม่เกิดผลสัมฤทธิ์ 
และไม่มีประสิทธิภาพ ส่"
FL-0998,ด้านประสิทธิภาพและความประหยัด                                                                       ,กรมควบคุมมลพิษ,การตรวจสอบการดำเนินงานการป้องกันและแก้ไขปัญหาสิ่งแวดล้อมของประเทศไทย (ครั้งที่ 3 ด้านน้ำเสีย),2562,การดำเนินงานกิจกรรมการบำบัดน้ำเสียชุมชนยังไม่เกิดผลสัมฤทธิ์ น้ำเสียให้เกิดผลสัมฤทธิ์และมีประสิทธิภาพ และไม่มีประสิทธิภาพ,ระบบบำบัดน้ำเสียรวมของชุมชนส่วนใหญ่มีการดำเนินการบำบัดน้ำเสียได้ การบริหารจัดการระบบบำบัดน้ำเสียรวมของชุมชนที่ก่อสร้างแล้วเสร็จ ระบบบำบัดน้ำเสียรวมของชุมชนมีโครงสร้างระบบ,"สำนักงานการตรวจเงินแผ่นดินมีข้อเสนอแนะให้ปลัดกระทรวงทรัพยากรธรรมชาติและ
สิ่งแวดล้อมพิจารณาดำเนินการเพื่อให้กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม
เป็นหน่วยงานหลักในการดำเนินการเพื่อพิจารณาจัดทำแผนแม่บทการจัดการน้ำเสียของ
ประเทศ โดยนำเสนอรัฐบาลให้พิจารณา เห","ผลการตรวจสอบการดำเนินงานการป้องกันและแก้ไขปัญหาสิ่งแวดล้อมของประเทศไทย
ด้านน้ำเสีย ตามประเด็นข้อตรวจพบที่ 1 - 3 แสดงให้เห็นว่าการจัดการน้ำเสียของ
ประเทศโดยเฉพาะอย่างยิ่งการดำเนินงานกิจกรรมการบำบัดน้ำเสียชุมชนที่ยังไม่เกิด
ผลสัมฤทธิ์ และไม่มีประสิทธิภาพ ส่"
